sample_id,tc,tn,ph_h2o,ph_kcl,ph_cacl2,clay_0-0.002,silt_0.002-0.05,silt_0.002-0.063,sand_0.05-2,sand_0.063-2,al_icp,fe_icp,ca_icp,mg_icp,k_icp,mn_icp,na_icp,p_icp
S_KB_15_30_1,37.783,3.969,5.74,NA,NA,11.9,68.4,NA,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
S_KB_15_30_2,39.034,3.754,4.71,NA,NA,9.39,71.21,NA,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
S_KB_15_30_3,32.961,3.499,5.3,NA,NA,7.67,70.43,NA,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
S_YO_0_15_1,12.345,0.861,3.9,NA,NA,2.66,11.34,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA
S_YO_0_15_2,12.523,0.878,3.96,NA,NA,3.22,11.88,NA,84.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
S_YO_0_15_3,14.187,1.069,3.94,NA,NA,3.28,9.92,NA,86.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
S_YO_15_30_1,4.221,0.39,4.06,NA,NA,6.13,11.47,NA,82.4,NA,12.9010191,10.3236896,124.5549556,114.9738051,116.7063965,28.7434513,10.9257052,114.9738051
S_YO_15_30_2,4.836,0.42,4.01,NA,NA,6.19,11.21,NA,82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
S_YO_15_30_3,4.627,0.402,3.97,NA,NA,6.18,11.12,NA,82.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
S_YO_0_15_GIL,21.967,1.339,3.57,NA,NA,3.93,19.77,NA,76.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
S_YO_15_30_GIL,8.013,0.588,3.98,NA,NA,6.61,16.69,NA,76.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
S_YGB_0_15_1,14.708,1.213,3.69,NA,NA,10.1,18.2,NA,71.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
S_YGB_0_15_2,15.18,1.243,3.88,NA,NA,12.2,23,NA,64.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
S_YGB_0_15_3,16.176,1.24,3.58,NA,NA,8.94,17.86,NA,73.2,NA,21.6688874,23.7578655,34.0858903,97.3882579,112.5288858,58.4329548,9.5448608,287.2953609
S_YGB_15_30_1,4.953,0.428,4,NA,NA,15.8,18,NA,66.2,NA,10.4737158,17.0379273,17.0720715,51.2162144,46.837228,34.1441429,6.0435133,183.5247682
S_YGB_15_30_2,5.622,0.488,3.81,NA,NA,14.5,14.6,NA,70.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
S_YGB_15_30_3,6.228,0.557,3.86,NA,NA,10.7,11.1,NA,78.2,NA,20.8162483,23.3820993,27.3795074,78.2271639,79.8112639,54.7590147,9.0352374,238.5928498
N_KB_0_5_1,113.115,8.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N_KB_0_5_2,NA,6.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N_KB_0_5_3,72.82,7.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N_KB_5_20_1,52.367,5.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N_KB_5_20_2,47.556,5.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N_KB_5_20_3,45.652,5.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18-03_KB_0_10_1,68.7050012463,7.1406159954,NA,NA,NA,NA,NA,NA,NA,NA,62.7382728,86.0890104,3245.8499967,2329.4836003,1235.70363,3393.9496163,232.2227747,1860.5014715
18-03_KB_0_10_2,67.4833634832,6.8739866994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18-03_KB_10_20_1,51.2210680633,5.3450908546,NA,NA,NA,NA,NA,NA,NA,NA,67.8222564,90.6018567,1728.9118595,2095.6507388,1163.7672466,2884.7942202,174.96500700000001,1787.8520366
18-03_KB_20_30_1,35.7570178017,3.6660758577,NA,NA,NA,NA,NA,NA,NA,NA,68.4806763,94.0211266,632.68441,1808.1454455,929.1370151,2777.1515682,149.34349,1691.5983173
18-03_KB_20_30_2,37.7227911206,4.001608319,NA,NA,NA,NA,NA,NA,NA,NA,70.6492387,98.2981338,1130.0939817,1675.1981376,1011.342155,2167.1214002,225.8481743,1681.8457493
18-03_KB_30_50_1,36.4874019453,3.9293677434,NA,NA,NA,NA,NA,NA,NA,NA,71.003916,96.4248416,1000.6199608,2001.2399217,1050.9236146,2928.7987425,176.7348977,1953.5913521
18-03_KB_30_50_2,27.9617494297,2.9789008094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18-03_KB_50_70_1,31.3851393855,3.4173420025,NA,NA,NA,NA,NA,NA,NA,NA,71.8567353,96.8717751,805.9339562,1822.2666001,949.5756365,2692.3899864,185.7214179,1993.4384138
18-03_KB_50_70_2,22.4448581113,2.4036390519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18-03_KB_70_100_1,27.6096551331,3.0183323768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18-03_KB_70_100_2,20.2879665818,2.1774691833,NA,NA,NA,NA,NA,NA,NA,NA,77.9631328,106.6399354,406.648982,2224.3699313,867.1328671,1882.7847864,194.8051948,2155.2396044
18-03_KB_10_20_MS,35.5845429377,4.1329521517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18-03_KB_20_30_MS,28.5610286031,3.2038386145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18-03_KB_30_40_MS,19.2638045819,2.1273186552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18-03_KB_40_50_MS,15.4220930372,1.7456530235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18-03_KB_50_60_MS,13.4404548213,1.5299787987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18-03_KB_60_70_MS,11.8505521764,1.3382275611,NA,NA,NA,NA,NA,NA,NA,NA,75.7884757,117.8459136,125.562415,1691.1687768,794.73161030000006,1824.5788427,279.8210736,2162.027833
18-03_KB_70_80_MS,10.534816843,1.1922212787,NA,NA,NA,NA,NA,NA,NA,NA,76.7129795,119.3642877,135.8244214,1818.2946733000001,769.0773067,1778.8617767,292.7680798,2072.4177842
18-03_YGB_GIL_0_15_3,21.6823361542,1.2674636369,NA,NA,NA,NA,NA,NA,NA,NA,4.2166282,4.8087505,39.4748175,43.0634372,35.7426529,25.1203384,11.9142176,93.304114
18-03_YGB_GIL_15_30_3,12.542098966,0.7162440962,NA,NA,NA,NA,NA,NA,NA,NA,4.4551304,5.4633967,27.3560638,39.0800911,33.296889,23.4480547,12.9211808,82.0681914
cod_kbg_2018-03-29_ag_rep001_sl0-5,132.2550443976,9.4443413946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_kbg_2018-03-29_ag_rep001_sl5-20,83.5432289315,6.0948943577,NA,NA,NA,NA,NA,NA,NA,NA,58.7824,76.5411494,600.0721305,1187.9600553,692.2009712,1047.8416898,134.2780696,1325.0323694
cod_kbg_2018-03-29_ag_rep002_sl0-5,69.3794728649,5.5594560718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_kbg_2018-03-29_ag_rep002_sl5-20,59.9154045659,4.846830281,NA,NA,NA,NA,NA,NA,NA,NA,70.2751196,95.8471353,3731.696648,2733.94694,750.099681,2886.146048,240.7296651,1908.125854
cod_nyg_2018-03-21_fo_rep01,314.6226654191,29.2368877976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_nyg_2018-03-21_fo_rep02,411.6544691171,17.6598994586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_nyg_2018-03-21_fo_rep03,324.7216069651,18.428672695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_nyg_2018-03-21_fo_rep04,189.6461540292,11.9637211977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_mbd_rep01_sl0-15,22.44,1.36693450902807,4.64,NA,NA,8.12,33.28,NA,58.6,NA,11.8676527,9.1049701,39.6083526,118.8250578,66.7862839,39.6083526,19.437799,302.0136886
cod_mbd_rep01_sl15-30,12.96,0.860687590325943,4.62,NA,NA,8.67,28.23,NA,63.1,NA,10.5413704,7.1595266,30.118201,98.9598034,54.9011779,17.2104006,18.9658614,197.9196068
cod_mbd_rep02_sl0-15,18.47,1.31675123041831,4.36,NA,NA,12.4,36,NA,51.6,NA,20.4723358,26.1553519,44.9250291,184.1926194,92.9461415,26.9550175,27.6326367,408.8177649
cod_mbd_rep02_sl15-30,10.23,0.663896511623963,4.66,NA,NA,6.5,28.1,NA,65.4,NA,7.5034626,4.5203415,26.6350091,72.2950246,39.1762933,11.4150039,16.5745856,148.3950505
cod_mbd_rep03_sl0-15,50.53,1.21716730632336,4.21,NA,NA,5.64,28.06,NA,66.3,NA,8.2481594,16.1394763,30.5864995,74.7669988,49.2363344,37.3834994,22.1061093,261.684496
cod_mbd_rep03_sl15-30,10.95,0.783124242658372,4.57,NA,NA,6.74,27.16,NA,66.1,NA,9.5575648,6.9005548,31.3820078,90.6591337,44.7716645,17.4344488,18.9035917,139.4755904
cod_mbd_rep04_sl0-15,5.716,0.496501458537493,4.52,NA,NA,6.7,31,NA,62.3,NA,6.2641228,1.5023352,26.356758,61.4991021,39.346247,13.178379,16.14205,83.4630672
cod_mbd_rep04_sl15-30,4.048,0.294671190418212,4.52,NA,NA,7.34,31.56,NA,61.1,NA,6.9501989,2.3409016,31.0739145,62.147829,30.7539683,17.2632858,16.8650794,62.147829
cod_mbd_rep05_sl0-15,10.14,0.79271835603843,4.24,NA,NA,8.14,33.96,NA,57.9,NA,7.1749771,1.3549313,35.1930205,70.386041,55.4224086,13.1973827,20.4713401,123.1755718
cod_mbd_rep05_sl15-30,1.46,0.235966412209023,4.48,NA,NA,6.44,26.86,NA,66.7,NA,6.5620244,1.970802,30.7251981,65.8397102,29.9790147,17.557256,15.9888078,61.4503961
cod_mbd_rep06_sl0-15,9.857,0.716043347495359,4.18,NA,NA,7.88,36.52,NA,55.6,NA,5.8041316,1.2696538,21.0905946,59.053665,44.1102757,12.6543568,18.0451128,97.0167354
cod_mbd_rep06_sl15-30,1.243,0.227241125429431,4.44,NA,NA,6.42,26.58,NA,67,NA,4.2418676,1.2940059,18.1742401,39.9833282,23.6895161,14.5393921,14.6169355,39.9833282
cod_djo_sid-c_2016-09_fo_rep01_sl50-100,7.75944666,0.42723869,NA,NA,NA,NA,NA,NA,NA,NA,14.556309,20.491739,19.6018165,74.4869029,49.6788438,23.5221798,6.5234845,129.3719892
cod_djo_sid-c_2016-09_fo_rep01_sl0-10,28.18250964,2.03746889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep01_sl10-20,15.24539906,1.10990242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep01_sl20-30,8.62190377,0.53458842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep01_sl30-50,7.31186464,0.42381662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep02_sl50-100,8.08040586,0.60265051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep02_sl0-10,21.50688441,1.20278496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep02_sl10-20,10.66445084,0.65111361,NA,NA,NA,NA,NA,NA,NA,NA,10.2988719,17.4520772,30.1823011,57.0110132,49.3027888,23.4751231,5.4780876,120.7292044
cod_djo_sid-c_2016-09_fo_rep02_sl20-30,9.3951501,0.52272876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep02_sl30-50,6.29335753,0.36445238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep03_sl50-100,7.61319317,0.44209593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep03_sl0-10,13.01505152,0.85896777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep03_sl10-20,10.99190822,0.64135972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep03_sl20-30,6.43421731,0.36961504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep03_sl30-50,4.34865763,0.26316062,NA,NA,NA,NA,NA,NA,NA,NA,11.5361048,18.4170204,30.7526953,57.6613037,50.3575385,23.0645215,5.5393292,138.3871288
cod_djo_sid-c_2016-09_fo_rep04_sl50-100,7.57876923,0.51062478,NA,NA,NA,NA,NA,NA,NA,NA,13.7969624,23.0593108,29.7108209,59.4216417,53.5803706,22.2831156,6.0090135,196.8341882
cod_djo_sid-c_2016-09_fo_rep04_sl0-10,24.63939233,1.9767155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep04_sl10-20,12.65679352,0.76785299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep04_sl20-30,9.08867798,0.54970919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep04_sl30-50,5.91165144,0.36217579,NA,NA,NA,NA,NA,NA,NA,NA,11.9832227,20.2777923,15.6797157,54.8790049,44.1906653,23.5195735,4.9652433,203.8363038
cod_djo_sid-c_2016-09_fo_rep05_sl50-100,13.18784744,0.8718709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep05_sl0-10,29.99865826,1.94226523,NA,NA,NA,NA,NA,NA,NA,NA,8.0466246,9.8956206,40.4352995,66.1668537,58.1337075,14.7037453,5.0115265,106.6021532
cod_djo_sid-c_2016-09_fo_rep05_sl10-20,17.92938336,1.02266507,NA,NA,NA,NA,NA,NA,NA,NA,9.2809557,11.426721,27.7768969,69.4422422,52.5689347,13.8884484,4.4634001,90.2749149
cod_djo_sid-c_2016-09_fo_rep05_sl20-30,11.08766576,0.5765055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep05_sl30-50,8.35653132,0.54535716,NA,NA,NA,NA,NA,NA,NA,NA,14.6465343,14.8024433,48.9999627,89.0908413,53.9764286,17.8181683,5.9423591,84.6362993
cod_djo_sid-c_2016-09_fo_rep06_sl50-100,8.94415628,0.740207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep06_sl0-10,19.07905486,1.40805457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep06_sl10-20,14.07578443,0.82097287,NA,NA,NA,NA,NA,NA,NA,NA,19.2078991,26.7729846,36.3785967,66.1429031,76.4799364,26.4571612,5.9594756,257.957322
cod_djo_sid-c_2016-09_fo_rep06_sl20-30,9.68015533,0.57594242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep06_sl30-50,6.49511323,0.45699252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep07_sl50-100,6.66321096,0.36415762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep07_sl0-10,23.99005595,1.9669181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep07_sl10-20,12.84324177,0.88127166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep07_sl20-30,10.57887929,0.60764399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep07_sl30-50,7.26685632,0.46023672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep08_sl50-100,8.36909012,0.60943589,NA,NA,NA,NA,NA,NA,NA,NA,22.1779541,34.1334715,35.2093115,70.4186231,59.4346219,35.2093115,15.9824193,285.586638
cod_djo_sid-c_2016-09_fo_rep08_sl0-10,17.23223224,1.33280492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep08_sl10-20,13.16161857,0.82021327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep08_sl20-30,9.39413326,0.56851814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep08_sl30-50,5.96499483,0.35999485,NA,NA,NA,NA,NA,NA,NA,NA,18.8620975,31.2509707,34.371103,64.9231946,55.5335184,30.5520916,13.8833796,259.6927784
cod_djo_sid-c_2016-09_fo_rep09_sl50-100,7.40057615,0.45817297,NA,NA,NA,NA,NA,NA,NA,NA,14.7016477,23.0203167,23.9961606,79.987202,82.7067669,27.9955207,7.0175439,143.9769637
cod_djo_sid-c_2016-09_fo_rep09_sl0-10,20.43953783,1.07981787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep09_sl10-20,11.34530039,0.73282161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep09_sl20-30,6.27648503,0.38195563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep09_sl30-50,6.60515904,0.42084914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep10_sl50-100,11.12686674,0.59042937,NA,NA,NA,NA,NA,NA,NA,NA,5.0988132,3.8833066,23.678699,55.2502977,33.1225534,7.8928997,4.5167118,146.0186438
cod_djo_sid-c_2016-09_fo_rep10_sl0-10,20.31778913,1.10474546,NA,NA,NA,NA,NA,NA,NA,NA,0.9749508,1.1727669,35.3243054,28.2594443,28.0898876,3.5324305,4.0128411,49.4540275
cod_djo_sid-c_2016-09_fo_rep10_sl10-20,10.7081288,0.49128655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep10_sl20-30,9.80435289,0.43312995,NA,NA,NA,NA,NA,NA,NA,NA,1.2911508,1.8830938,23.8366301,31.7821735,21.6668346,3.9727717,4.031039,103.2920637
cod_djo_sid-c_2016-09_fo_rep10_sl30-50,9.73425508,0.49713607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep11_sl50-100,9.68989198,0.51846544,NA,NA,NA,NA,NA,NA,NA,NA,1.107697,0.3852859,17.5129968,13.1347476,7.9625759,4.3782492,2.488305,39.4042429
cod_djo_sid-c_2016-09_fo_rep11_sl0-10,9.2664092,0.42454488,NA,NA,NA,NA,NA,NA,NA,NA,0.347031,1.1856891,33.0505674,16.5252837,14.9760383,4.1313209,2.9952077,103.283023
cod_djo_sid-c_2016-09_fo_rep11_sl10-20,11.95281701,0.58170102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep11_sl20-30,3.70883682,0.17057691,NA,NA,NA,NA,NA,NA,NA,NA,0.1575757,0.3429588,37.0766255,9.2691564,10.9267905,4.6345782,2.4833615,13.9037346
cod_djo_sid-c_2016-09_fo_rep11_sl30-50,7.18121267,0.2963059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep12_sl50-100,9.72247082,0.55310913,NA,NA,NA,NA,NA,NA,NA,NA,2.9868421,3.2587719,17.5438596,43.8596491,27,8.7719298,4,48.245614
cod_djo_sid-c_2016-09_fo_rep12_sl0-10,18.63741041,0.86706229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep12_sl10-20,14.28138235,0.62493029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep12_sl20-30,6.29170774,0.28864859,NA,NA,NA,NA,NA,NA,NA,NA,1.58641,2.8571567,20.2348211,40.4696421,33.4866054,8.0939284,3.9984006,89.0332126
cod_djo_sid-c_2016-09_fo_rep12_sl30-50,5.6336655,0.2501129,NA,NA,NA,NA,NA,NA,NA,NA,1.7522734,3.4836367,29.2742577,41.8203681,28.5256731,8.3640736,4.0036032,66.912589
cod_djo_sid-c_2016-09_fo_rep13_sl50-100,28.44068979,1.880328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep13_sl0-10,17.58990907,0.98852586,NA,NA,NA,NA,NA,NA,NA,NA,2.0432641,1.3325636,51.8219167,40.7172203,32.200535,3.7015655,6.440107,55.5234822
cod_djo_sid-c_2016-09_fo_rep13_sl10-20,16.0087276,0.89463715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep13_sl20-30,13.61051874,0.73804613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep13_sl30-50,17.96005453,1.03047217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep14_sl50-100,8.20020588,0.54556499,NA,NA,NA,NA,NA,NA,NA,NA,9.2574379,12.3473486,20.4901238,61.4703713,40.6626506,16.392099,5.0200803,77.8624703
cod_djo_sid-c_2016-09_fo_rep14_sl0-10,9.69244404,0.5940257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep14_sl10-20,7.98607668,0.51138563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep14_sl20-30,6.07041701,0.36739452,NA,NA,NA,NA,NA,NA,NA,NA,6.1109248,8.5002195,16.1986079,48.5958237,34.3693963,12.1489559,4.4829647,68.8440835
cod_djo_sid-c_2016-09_fo_rep14_sl30-50,5.37071439,0.27816181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep15_sl50-100,8.20109916,0.61404953,NA,NA,NA,NA,NA,NA,NA,NA,12.0034811,14.3906724,15.8881285,75.4686104,53.7634409,19.8601606,5.5270827,71.4965783
cod_djo_sid-c_2016-09_fo_rep15_sl0-10,12.29760863,0.75829922,NA,NA,NA,NA,NA,NA,NA,NA,6.8155653,9.2690074,32.2821329,60.5289992,58.8059404,16.1410665,4.9835543,72.6347991
cod_djo_sid-c_2016-09_fo_rep15_sl10-20,9.06526748,0.50090093,NA,NA,NA,NA,NA,NA,NA,NA,9.0681498,12.3563067,41.9116168,76.2029396,68.2067111,19.0507349,5.4764513,72.3927926
cod_djo_sid-c_2016-09_fo_rep15_sl20-30,6.83108663,0.41492493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-c_2016-09_fo_rep15_sl30-50,8.04420031,0.48330164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-d_2016-09_ag_rep001_sl0-20,11.3470147364,0.7737906725,NA,4.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-d_2016-09_ag_rep002_sl0-20,7.1393052084,0.4256499997,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-d_2016-09_ag_rep003_sl0-20,12.2919065148,0.7598393603,NA,3.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-d_2016-09_ag_rep004_sl0-20,20.7298429808,1.5153655079,NA,3.9,NA,NA,NA,NA,NA,NA,14.6911667,26.3564337,185.8424575,89.7170485,91.2646675,28.8376227,6.0174506,201.863359
cod_djo_sid-d_2016-09_ag_rep005_sl0-20,9.5384820826,0.5971197955,NA,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-d_2016-09_ag_rep006_sl0-20,20.2607707644,1.5076959543,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-d_2016-09_ag_rep007_sl0-20,31.388162705,1.8583565048,NA,6.3,NA,NA,NA,NA,NA,NA,8.8857213,15.8242201,1922.9256237,225.6140172,235.6885508,59.006743,8.5068054,381.8083368
cod_djo_sid-d_2016-09_ag_rep008_sl0-20,14.0224612568,0.8303599049,NA,6.57,NA,NA,NA,NA,NA,NA,13.1864866,24.3472911,1267.0289605,160.3339117,105.341987,43.0164153,7.4887668,258.0984919
cod_djo_sid-d_2016-09_ag_rep009_sl0-20,12.4259955508,0.9412018266,NA,4.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod_djo_sid-d_2016-09_ag_rep010_sl0-20,18.9879901031,1.2899061668,NA,4.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
